ID,ECLO
ACCIDENT_39609,3.920977446379263
ACCIDENT_39610,3.4101017691017734
ACCIDENT_39611,4.9007418348058716
ACCIDENT_39612,4.373308137460925
ACCIDENT_39613,4.58860131283859
ACCIDENT_39614,4.090935626299887
ACCIDENT_39615,4.083730551391192
ACCIDENT_39616,3.6343567785093276
ACCIDENT_39617,4.4029750195698325
ACCIDENT_39618,4.473190180076442
ACCIDENT_39619,4.343333330500817
ACCIDENT_39620,3.43001654804919
ACCIDENT_39621,4.190910173680688
ACCIDENT_39622,3.340757045596772
ACCIDENT_39623,3.2141526133586327
ACCIDENT_39624,4.3852586425276385
ACCIDENT_39625,4.578497767438218
ACCIDENT_39626,4.427814582373907
ACCIDENT_39627,4.184447796104905
ACCIDENT_39628,4.500254511844432
ACCIDENT_39629,3.0471748650448394
ACCIDENT_39630,3.156480818372226
ACCIDENT_39631,4.104268530692872
ACCIDENT_39632,4.066293863106405
ACCIDENT_39633,4.112681516162783
ACCIDENT_39634,4.395426524664928
ACCIDENT_39635,4.124640534532684
ACCIDENT_39636,4.4825184322863905
ACCIDENT_39637,3.3097419912846986
ACCIDENT_39638,4.223449033424617
ACCIDENT_39639,4.287219548140039
ACCIDENT_39640,4.1598936871137315
ACCIDENT_39641,4.660453890358906
ACCIDENT_39642,2.960563223700081
ACCIDENT_39643,4.360964138324658
ACCIDENT_39644,3.0958584217125966
ACCIDENT_39645,3.0498232578195372
ACCIDENT_39646,4.4143268497079236
ACCIDENT_39647,4.831779834761402
ACCIDENT_39648,5.419471061800682
ACCIDENT_39649,3.121195312816198
ACCIDENT_39650,3.512512635643755
ACCIDENT_39651,3.6800326848336495
ACCIDENT_39652,4.459438393329021
ACCIDENT_39653,3.890496447391481
ACCIDENT_39654,3.3593301970213574
ACCIDENT_39655,3.8498402814873414
ACCIDENT_39656,3.5894744087130306
ACCIDENT_39657,3.974263793680232
ACCIDENT_39658,4.273412739776614
ACCIDENT_39659,3.7222635038118552
ACCIDENT_39660,4.2779960253085845
ACCIDENT_39661,3.8623893573505454
ACCIDENT_39662,4.545288384934713
ACCIDENT_39663,4.151876963823858
ACCIDENT_39664,3.7622957327772903
ACCIDENT_39665,4.053259696857852
ACCIDENT_39666,3.353273314150766
ACCIDENT_39667,4.08258710920866
ACCIDENT_39668,3.4251140485019116
ACCIDENT_39669,3.427449376826915
ACCIDENT_39670,4.025712981379649
ACCIDENT_39671,4.323927767689872
ACCIDENT_39672,4.019547081630483
ACCIDENT_39673,3.60495515244065
ACCIDENT_39674,4.274024013083155
ACCIDENT_39675,3.772507335455857
ACCIDENT_39676,4.187341307698312
ACCIDENT_39677,3.4432159895978187
ACCIDENT_39678,3.7638563931605074
ACCIDENT_39679,4.1778614540725805
ACCIDENT_39680,4.221814807121457
ACCIDENT_39681,3.1043754275010973
ACCIDENT_39682,4.017231436356305
ACCIDENT_39683,3.7483052169754485
ACCIDENT_39684,3.448804371168721
ACCIDENT_39685,4.0859575512692174
ACCIDENT_39686,4.028615100986967
ACCIDENT_39687,4.287693310405059
ACCIDENT_39688,3.3504645592466753
ACCIDENT_39689,4.217309245772534
ACCIDENT_39690,3.905117701436051
ACCIDENT_39691,3.9477018657135217
ACCIDENT_39692,3.852495638147785
ACCIDENT_39693,3.689509827355884
ACCIDENT_39694,4.1678662044551
ACCIDENT_39695,4.024305964129564
ACCIDENT_39696,4.427467708174553
ACCIDENT_39697,3.8718638798198097
ACCIDENT_39698,4.180460889179752
ACCIDENT_39699,3.760602482814316
ACCIDENT_39700,3.9698953873890885
ACCIDENT_39701,4.1614227829920765
ACCIDENT_39702,4.027854328486496
ACCIDENT_39703,4.434721215199703
ACCIDENT_39704,4.18734711859824
ACCIDENT_39705,4.065860379615678
ACCIDENT_39706,3.1976534242636294
ACCIDENT_39707,4.229299593810663
ACCIDENT_39708,4.182839689052461
ACCIDENT_39709,4.262045040331286
ACCIDENT_39710,3.577723925467552
ACCIDENT_39711,3.797752199748876
ACCIDENT_39712,3.8169330354783324
ACCIDENT_39713,4.047086292030031
ACCIDENT_39714,4.384805744111823
ACCIDENT_39715,5.037318410877512
ACCIDENT_39716,4.229484516267027
ACCIDENT_39717,4.428270029274717
ACCIDENT_39718,4.025052953081133
ACCIDENT_39719,3.9749853935232013
ACCIDENT_39720,3.8940426425054238
ACCIDENT_39721,4.134757757854668
ACCIDENT_39722,4.03292656476502
ACCIDENT_39723,4.11669869625217
ACCIDENT_39724,4.155220847091469
ACCIDENT_39725,4.215878662069137
ACCIDENT_39726,4.5222084141967995
ACCIDENT_39727,3.419042685928055
ACCIDENT_39728,3.9212404157813974
ACCIDENT_39729,4.1605794483479075
ACCIDENT_39730,4.271087237870062
ACCIDENT_39731,4.217196466816098
ACCIDENT_39732,3.9761717218432837
ACCIDENT_39733,3.956207998267895
ACCIDENT_39734,3.489180047353525
ACCIDENT_39735,4.231183534889656
ACCIDENT_39736,4.265245274396552
ACCIDENT_39737,3.519521991154148
ACCIDENT_39738,4.112908442832778
ACCIDENT_39739,4.0771141943699565
ACCIDENT_39740,4.121382177814948
ACCIDENT_39741,3.638322611970609
ACCIDENT_39742,4.001538175359071
ACCIDENT_39743,3.8829697278036868
ACCIDENT_39744,4.108504996026221
ACCIDENT_39745,4.11264445233263
ACCIDENT_39746,3.300519001879576
ACCIDENT_39747,3.802934137685541
ACCIDENT_39748,4.068301340662348
ACCIDENT_39749,3.141013497826165
ACCIDENT_39750,3.752570375777699
ACCIDENT_39751,3.4583921920712055
ACCIDENT_39752,4.278013420839109
ACCIDENT_39753,3.9868951389050076
ACCIDENT_39754,4.128122113717842
ACCIDENT_39755,3.440322139912433
ACCIDENT_39756,3.975997689001063
ACCIDENT_39757,4.031780799052577
ACCIDENT_39758,4.480578723048124
ACCIDENT_39759,3.179297134053475
ACCIDENT_39760,4.05621224691084
ACCIDENT_39761,4.047290994936894
ACCIDENT_39762,4.680944024366063
ACCIDENT_39763,4.191706656155596
ACCIDENT_39764,3.607010382016673
ACCIDENT_39765,4.231327836414506
ACCIDENT_39766,3.695936761125398
ACCIDENT_39767,3.338643998240623
ACCIDENT_39768,3.697800638898693
ACCIDENT_39769,4.048569396483913
ACCIDENT_39770,4.019248294445495
ACCIDENT_39771,3.962338960519299
ACCIDENT_39772,4.419559103425667
ACCIDENT_39773,4.090083802852455
ACCIDENT_39774,4.132825830858891
ACCIDENT_39775,3.4919755372385675
ACCIDENT_39776,3.3366873591682964
ACCIDENT_39777,4.124909014147741
ACCIDENT_39778,3.9030376683686923
ACCIDENT_39779,4.367227125109618
ACCIDENT_39780,4.126887592599061
ACCIDENT_39781,3.728708298311979
ACCIDENT_39782,4.175068774745016
ACCIDENT_39783,4.307150607124295
ACCIDENT_39784,5.540985193005141
ACCIDENT_39785,4.548333071567534
ACCIDENT_39786,3.421036332120691
ACCIDENT_39787,4.754056057217893
ACCIDENT_39788,3.7631707465071313
ACCIDENT_39789,4.095815805417896
ACCIDENT_39790,4.142764757241794
ACCIDENT_39791,3.6126184030197477
ACCIDENT_39792,3.843871922729554
ACCIDENT_39793,4.356149466411837
ACCIDENT_39794,3.7458643929701956
ACCIDENT_39795,4.568455971623347
ACCIDENT_39796,3.983429796721034
ACCIDENT_39797,4.707513093391661
ACCIDENT_39798,4.346966502712381
ACCIDENT_39799,4.091567714969404
ACCIDENT_39800,4.309795067705278
ACCIDENT_39801,4.201088043684658
ACCIDENT_39802,4.612906384200203
ACCIDENT_39803,4.440755140241321
ACCIDENT_39804,4.52049954976221
ACCIDENT_39805,3.4358368491646822
ACCIDENT_39806,4.35202262086359
ACCIDENT_39807,5.286756781448022
ACCIDENT_39808,4.695418409936662
ACCIDENT_39809,4.344769412583366
ACCIDENT_39810,3.332991684550765
ACCIDENT_39811,3.846706819659605
ACCIDENT_39812,4.165188376211089
ACCIDENT_39813,4.045438020921924
ACCIDENT_39814,3.761009814329237
ACCIDENT_39815,4.331100582881653
ACCIDENT_39816,5.097458464385351
ACCIDENT_39817,4.376835233218002
ACCIDENT_39818,4.953735154485227
ACCIDENT_39819,5.292796630303685
ACCIDENT_39820,4.836379014530827
ACCIDENT_39821,4.692754885985899
ACCIDENT_39822,6.03588512295889
ACCIDENT_39823,4.295866108090297
ACCIDENT_39824,4.451862329558748
ACCIDENT_39825,4.400865840352074
ACCIDENT_39826,4.16194795240904
ACCIDENT_39827,4.371898238579381
ACCIDENT_39828,4.416916227440584
ACCIDENT_39829,4.620162177230874
ACCIDENT_39830,4.625537190627786
ACCIDENT_39831,4.468366371188088
ACCIDENT_39832,4.667810861994622
ACCIDENT_39833,6.121599077794647
ACCIDENT_39834,4.748718919642505
ACCIDENT_39835,3.4479689353771623
ACCIDENT_39836,4.727917129782913
ACCIDENT_39837,4.511277728500206
ACCIDENT_39838,4.5909148278498115
ACCIDENT_39839,4.749838161813155
ACCIDENT_39840,4.619574008161051
ACCIDENT_39841,4.422661437127799
ACCIDENT_39842,3.844154350038119
ACCIDENT_39843,4.25230615759429
ACCIDENT_39844,4.10231770861139
ACCIDENT_39845,4.613821227095881
ACCIDENT_39846,4.026978547494799
ACCIDENT_39847,4.1243776701721675
ACCIDENT_39848,4.382146086627372
ACCIDENT_39849,3.907751053871212
ACCIDENT_39850,3.423539104473506
ACCIDENT_39851,4.343269438200721
ACCIDENT_39852,3.9393705092792075
ACCIDENT_39853,3.539478418982513
ACCIDENT_39854,4.193309425967827
ACCIDENT_39855,4.412842061207507
ACCIDENT_39856,4.066236439678113
ACCIDENT_39857,4.027483277681274
ACCIDENT_39858,4.286676023840237
ACCIDENT_39859,4.1875315201609
ACCIDENT_39860,4.172456904107349
ACCIDENT_39861,3.3793101687243983
ACCIDENT_39862,4.2535753528496745
ACCIDENT_39863,3.6993927276828753
ACCIDENT_39864,3.415012208842993
ACCIDENT_39865,3.683955107471208
ACCIDENT_39866,4.0487639610072454
ACCIDENT_39867,4.283323333054938
ACCIDENT_39868,4.210767893267995
ACCIDENT_39869,4.645915907800282
ACCIDENT_39870,4.415073618232762
ACCIDENT_39871,4.48075913445579
ACCIDENT_39872,4.287213183797163
ACCIDENT_39873,3.9433390113125038
ACCIDENT_39874,4.099907381141485
ACCIDENT_39875,4.0037929069364955
ACCIDENT_39876,4.056165263431135
ACCIDENT_39877,3.9779124452721177
ACCIDENT_39878,3.768941839001209
ACCIDENT_39879,3.9900741725899636
ACCIDENT_39880,3.403550791975584
ACCIDENT_39881,3.6763361140758475
ACCIDENT_39882,4.40726671065112
ACCIDENT_39883,3.9864591522495667
ACCIDENT_39884,4.165217999455427
ACCIDENT_39885,4.186364548990854
ACCIDENT_39886,3.822424231223745
ACCIDENT_39887,3.6021511479648956
ACCIDENT_39888,3.874723018153673
ACCIDENT_39889,3.4742463329273194
ACCIDENT_39890,4.142698441489218
ACCIDENT_39891,4.087765360847971
ACCIDENT_39892,3.583901412009443
ACCIDENT_39893,4.117659143940974
ACCIDENT_39894,3.7523526814064887
ACCIDENT_39895,4.103612696991202
ACCIDENT_39896,4.122987852916856
ACCIDENT_39897,4.026210870971492
ACCIDENT_39898,3.6142134569633493
ACCIDENT_39899,4.144816539786674
ACCIDENT_39900,4.203948155972531
ACCIDENT_39901,5.11162575478646
ACCIDENT_39902,3.6262138582747347
ACCIDENT_39903,4.178305520768852
ACCIDENT_39904,3.6687486642880955
ACCIDENT_39905,4.341174620422677
ACCIDENT_39906,4.117966869790231
ACCIDENT_39907,4.0942715751510494
ACCIDENT_39908,3.864572328224062
ACCIDENT_39909,3.9297523631390137
ACCIDENT_39910,3.9722427300013914
ACCIDENT_39911,4.156123860370691
ACCIDENT_39912,3.8898246988172107
ACCIDENT_39913,3.9565759517635652
ACCIDENT_39914,3.878523228626015
ACCIDENT_39915,3.6524643700333455
ACCIDENT_39916,3.9790739320824087
ACCIDENT_39917,3.6555844865952363
ACCIDENT_39918,4.4460558243417125
ACCIDENT_39919,4.249461250122041
ACCIDENT_39920,4.091432081365437
ACCIDENT_39921,4.1361978847340914
ACCIDENT_39922,4.17292663775483
ACCIDENT_39923,3.6075007733436517
ACCIDENT_39924,4.22868217017345
ACCIDENT_39925,4.354950551119158
ACCIDENT_39926,4.449313875569322
ACCIDENT_39927,3.8775234647848973
ACCIDENT_39928,4.52344078473681
ACCIDENT_39929,3.788280471942868
ACCIDENT_39930,4.179878170044313
ACCIDENT_39931,3.8921403700912465
ACCIDENT_39932,4.056174101759074
ACCIDENT_39933,3.881325328861324
ACCIDENT_39934,4.000157366075958
ACCIDENT_39935,3.935622192990989
ACCIDENT_39936,4.1594595706450335
ACCIDENT_39937,3.81792909536416
ACCIDENT_39938,4.31319256556537
ACCIDENT_39939,3.1642328377551907
ACCIDENT_39940,3.9022533407442888
ACCIDENT_39941,3.945305442109488
ACCIDENT_39942,3.4459439793847335
ACCIDENT_39943,4.082398497207824
ACCIDENT_39944,4.066051947036016
ACCIDENT_39945,3.5835754574176506
ACCIDENT_39946,5.422449648964099
ACCIDENT_39947,4.105387891944217
ACCIDENT_39948,4.260088764270142
ACCIDENT_39949,4.147023310245335
ACCIDENT_39950,4.222406533020278
ACCIDENT_39951,4.074437628543086
ACCIDENT_39952,3.906536724145498
ACCIDENT_39953,3.991704501458232
ACCIDENT_39954,4.2925774481187124
ACCIDENT_39955,4.016064750040019
ACCIDENT_39956,4.280014589715102
ACCIDENT_39957,3.9046644612787746
ACCIDENT_39958,4.0831471715507295
ACCIDENT_39959,4.075161476184351
ACCIDENT_39960,4.204971929436899
ACCIDENT_39961,4.308003087472937
ACCIDENT_39962,4.399640747722302
ACCIDENT_39963,3.8745471888254457
ACCIDENT_39964,4.243741055896866
ACCIDENT_39965,4.124966699970848
ACCIDENT_39966,3.6244287224303324
ACCIDENT_39967,4.272066215969668
ACCIDENT_39968,4.327441496171824
ACCIDENT_39969,4.045912565587269
ACCIDENT_39970,4.023677054006124
ACCIDENT_39971,3.921767635237317
ACCIDENT_39972,3.887499706179692
ACCIDENT_39973,3.606665540629132
ACCIDENT_39974,4.2757859340034825
ACCIDENT_39975,4.175586038005292
ACCIDENT_39976,3.693511360466032
ACCIDENT_39977,4.114481070296621
ACCIDENT_39978,3.955308272237396
ACCIDENT_39979,4.060844559422885
ACCIDENT_39980,3.7760029125451577
ACCIDENT_39981,3.638188297966263
ACCIDENT_39982,4.22744697257398
ACCIDENT_39983,3.5466050641247744
ACCIDENT_39984,3.6766691645100416
ACCIDENT_39985,4.078333162168778
ACCIDENT_39986,4.258693691701172
ACCIDENT_39987,3.990927758967509
ACCIDENT_39988,4.031356870412794
ACCIDENT_39989,3.8674471598981697
ACCIDENT_39990,3.83171936991286
ACCIDENT_39991,4.03620359079455
ACCIDENT_39992,4.300190774159182
ACCIDENT_39993,4.174241332138924
ACCIDENT_39994,4.230244822319003
ACCIDENT_39995,4.1548919755604485
ACCIDENT_39996,4.189014852297516
ACCIDENT_39997,4.237529794891491
ACCIDENT_39998,3.0413588042850908
ACCIDENT_39999,4.2136195114914985
ACCIDENT_40000,4.88627397048916
ACCIDENT_40001,4.532039265810013
ACCIDENT_40002,4.3303514803405765
ACCIDENT_40003,4.2950191171537995
ACCIDENT_40004,3.6445617669909085
ACCIDENT_40005,4.623814569646579
ACCIDENT_40006,4.547969856669272
ACCIDENT_40007,5.043511255351506
ACCIDENT_40008,4.63550367623562
ACCIDENT_40009,4.267840248125381
ACCIDENT_40010,4.434325816123663
ACCIDENT_40011,4.420915666732958
ACCIDENT_40012,3.8888443944086646
ACCIDENT_40013,4.173502117082568
ACCIDENT_40014,4.301515595141464
ACCIDENT_40015,4.10066471598083
ACCIDENT_40016,4.081286592652414
ACCIDENT_40017,4.194843477053846
ACCIDENT_40018,3.3506860088748436
ACCIDENT_40019,4.216167928082196
ACCIDENT_40020,5.3027010868049675
ACCIDENT_40021,4.4223539512510595
ACCIDENT_40022,3.8253075062312263
ACCIDENT_40023,4.090072083621253
ACCIDENT_40024,4.12594150496527
ACCIDENT_40025,4.181863819898523
ACCIDENT_40026,4.028863208667026
ACCIDENT_40027,4.282627723487117
ACCIDENT_40028,3.2699890276159485
ACCIDENT_40029,4.3434471838645266
ACCIDENT_40030,4.527168944557317
ACCIDENT_40031,4.410815301117376
ACCIDENT_40032,4.242984562969128
ACCIDENT_40033,4.441263760841197
ACCIDENT_40034,4.2433086968633695
ACCIDENT_40035,4.4715909226317905
ACCIDENT_40036,4.317845459037744
ACCIDENT_40037,3.14883877404026
ACCIDENT_40038,3.7049483460103243
ACCIDENT_40039,4.383325306788521
ACCIDENT_40040,4.051533668192605
ACCIDENT_40041,4.00543922030227
ACCIDENT_40042,4.548603699233991
ACCIDENT_40043,4.530188102779728
ACCIDENT_40044,3.9976478769145203
ACCIDENT_40045,3.5390704536529487
ACCIDENT_40046,4.421518963281651
ACCIDENT_40047,4.4670005721244195
ACCIDENT_40048,4.518092320027905
ACCIDENT_40049,4.456163987991061
ACCIDENT_40050,3.414334533898562
ACCIDENT_40051,4.5239184716247625
ACCIDENT_40052,4.623466915499553
ACCIDENT_40053,4.629590747350877
ACCIDENT_40054,4.437960771730286
ACCIDENT_40055,3.563653741791043
ACCIDENT_40056,4.070757311505087
ACCIDENT_40057,3.5251694753372567
ACCIDENT_40058,4.140784380727499
ACCIDENT_40059,4.212628020410166
ACCIDENT_40060,4.443545210019471
ACCIDENT_40061,4.039999805559244
ACCIDENT_40062,4.215085413920313
ACCIDENT_40063,4.33455973738253
ACCIDENT_40064,4.021038623077333
ACCIDENT_40065,4.100816873525421
ACCIDENT_40066,4.194734424316071
ACCIDENT_40067,4.157356545853818
ACCIDENT_40068,3.923886996400785
ACCIDENT_40069,4.315002035376954
ACCIDENT_40070,3.371130252844276
ACCIDENT_40071,4.0902167052209
ACCIDENT_40072,4.207334327727676
ACCIDENT_40073,3.948919126210905
ACCIDENT_40074,3.2088318797827093
ACCIDENT_40075,4.358659566474442
ACCIDENT_40076,4.094320195302546
ACCIDENT_40077,3.9523746442185406
ACCIDENT_40078,4.477245966568534
ACCIDENT_40079,4.000651212976293
ACCIDENT_40080,3.9546590133410513
ACCIDENT_40081,3.459480326672011
ACCIDENT_40082,4.0149683275460415
ACCIDENT_40083,4.143389837430406
ACCIDENT_40084,4.217474059831544
ACCIDENT_40085,4.250517303407587
ACCIDENT_40086,4.864552058398803
ACCIDENT_40087,4.352922882770223
ACCIDENT_40088,4.018784687254715
ACCIDENT_40089,4.039078206065355
ACCIDENT_40090,4.19220251014245
ACCIDENT_40091,3.3997755788732853
ACCIDENT_40092,3.9218795487400135
ACCIDENT_40093,3.9962005600970447
ACCIDENT_40094,3.88221768409755
ACCIDENT_40095,4.133264722210059
ACCIDENT_40096,4.032774391629866
ACCIDENT_40097,3.9100039741531787
ACCIDENT_40098,3.9296439621523436
ACCIDENT_40099,3.5079509675195255
ACCIDENT_40100,3.6398029966325516
ACCIDENT_40101,4.402640131727187
ACCIDENT_40102,3.9875174021326405
ACCIDENT_40103,3.5439249072688317
ACCIDENT_40104,3.1969651753947934
ACCIDENT_40105,3.9274717475469796
ACCIDENT_40106,4.0219287973637465
ACCIDENT_40107,3.731119694332436
ACCIDENT_40108,3.658114358427249
ACCIDENT_40109,3.717762714803455
ACCIDENT_40110,4.045343195760587
ACCIDENT_40111,2.973659944064896
ACCIDENT_40112,3.6013752547286795
ACCIDENT_40113,4.290565458885522
ACCIDENT_40114,4.224327933131328
ACCIDENT_40115,4.282915471869577
ACCIDENT_40116,4.23824426439799
ACCIDENT_40117,4.477723945452082
ACCIDENT_40118,3.937480549093374
ACCIDENT_40119,4.203812049670476
ACCIDENT_40120,3.1066726958275472
ACCIDENT_40121,4.088559176774505
ACCIDENT_40122,4.035594587271565
ACCIDENT_40123,4.47591971184843
ACCIDENT_40124,3.8693272517787003
ACCIDENT_40125,4.385416645181213
ACCIDENT_40126,4.17434230939678
ACCIDENT_40127,3.929694248754671
ACCIDENT_40128,3.9976911895342795
ACCIDENT_40129,3.9628233410266374
ACCIDENT_40130,4.052667449662389
ACCIDENT_40131,4.101577430889524
ACCIDENT_40132,3.7166139958318833
ACCIDENT_40133,4.167203210913673
ACCIDENT_40134,3.559867399275041
ACCIDENT_40135,3.6647050934655994
ACCIDENT_40136,4.092753521834318
ACCIDENT_40137,4.242018581836247
ACCIDENT_40138,4.1071039920504795
ACCIDENT_40139,3.5654876081638367
ACCIDENT_40140,4.118948412271224
ACCIDENT_40141,4.135915215044474
ACCIDENT_40142,4.09052146927283
ACCIDENT_40143,4.153545067387793
ACCIDENT_40144,4.026097155479253
ACCIDENT_40145,3.9236366905539457
ACCIDENT_40146,3.2862906340241125
ACCIDENT_40147,3.708589488511041
ACCIDENT_40148,4.233243226944855
ACCIDENT_40149,4.701486335247056
